Sample_num,site,date,Month,Season,SeasonA,Year,Jul_date,Temp.ysi,Sal.ysi,TL,SL,body_wwt,sex,liver_wwt,stom_full_code,stomach_per_full,HSIwet,HSI_wet,lipid_num,liverFA,muscleFA,Harp,Gammarid,Poly,calanoid,crab,Caprellidae,Isopod,gastropod,Corphiidae,Shrimp,cumacea,Euphasid,Mysid,OTHER,Harp4,Gammarid4,Poly4,calanoid4,crab4,Caprellidae4,Isopod4,gastropod4,Corphiidae4,Shrimp4,cumacea4
266,EG South,7/2/2020,July,Summer,Jun-Jul,2020,184,10.3,32,59,55,1.3113,I,0.006,4,2.75,NA,0.004727015,368L,4.036,95.964,52.63157895,0,0,0,0,47.36842105,0,0,0,0,0,0,0,0,2.6935,0,0,0,0,2.6234,0,0,0,0,0
181,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,55,51,1.3324,I,0.022,5,6.12,0.020124405,0.017903646,182L,15.263,84.737,0,23.57723577,0,0,0,76.42276423,0,0,0,0,0,0,0,0,0,2.2036,0,0,0,2.9567,0,0,0,0,0
182,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,53,49,1.2147,I,0.0136,4,6.55,0.013833791,0.012126616,183L,10.259,89.741,0,0.626959248,0,0,0,99.05956113,0.313479624,0,0,0,0,0,0,0,0,0.8898,0,0,0,3.1548,0.7483,0,0,0,0
183,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,54,51,1.3385,I,0.0101,5,5.04,0.009165986,0.008009516,184L,5.025,94.975,0.961538462,25,0,0,0,68.26923077,5.769230769,0,0,0,0,0,0,0,0.9902,2.2361,0,0,0,2.8745,1.5498,0,0,0,0
184,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,59,54,1.7724,I,0.0101,5,8.09,0.007081756,0.006238804,185L,4.66,95.34,0,13.61502347,0,0,0,79.342723,7.042253521,0,0,0,0,0,0,0,0,1.9209,0,0,0,2.9845,1.629,0,0,0,0
185,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,61,56,1.9534,I,0.0361,6,6.33,0.023441558,0.020125997,186L,33.338,66.662,0.228310502,59.8173516,0.228310502,0,0,39.7260274,0,0,0,0,0,0,0,0,0.6912,2.781,0.6912,0,0,2.5105,0,0,0,0,0
186,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,51,47,0.9297,I,0.0021,3,3.9,0.002830189,0.002356109,187L,0.737,99.263,2.173913043,2.173913043,0,0,0,91.30434783,4.347826087,0,0,0,0,0,0,0,1.2143,1.2143,0,0,0,3.0912,1.444,0,0,0,0
187,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,38,35,0.4273,I,0.0014,5,4.7,0.004433186,0.003449975,188L,0.533,99.467,84.61538462,0,0,0,0,15.38461538,0,0,0,0,0,0,0,0,3.0329,0,0,0,0,1.9805,0,0,0,0,0
189,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,41,38,0.5249,I,0.0025,5,4.76,0.006727664,0.005026136,190L,1.094,98.906,85.71428571,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,3.0427,1.9441,0,0,0,0,0,0,0,0,0
190,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,53,48,1.1329,I,0.0046,5,5.44,0.005488605,0.004312365,191L,4.289,95.711,1.526717557,42.7480916,0,0,0.763358779,54.96183206,0,0,0,0,0,0,0,0,1.1116,2.557,0,0,0.9347,2.7228,0,0,0,0,0
191,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,53,48,1.3326,I,0.0097,4,4.42,0.008534225,0.007674051,192L,5.202,94.798,7.954545455,25,0,0,0,67.04545455,0,0,0,0,0,0,0,0,1.6794,2.2361,0,0,0,2.8615,0,0,0,0,0
192,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,50,46,1.0315,I,0.0072,5,4.77,0.008372093,0.007383858,289L,7.508,92.492,7.692307692,80.76923077,7.692307692,0,3.846153846,0,0,0,0,0,0,0,0,0,1.6654,2.9979,1.6654,0,1.4004,0,0,0,0,0,0
193,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,51,47,1.047,I,0.0146,4,4.69,0.01717445,0.014847961,291L,14.234,85.766,13.20754717,3.773584906,0,0,0,83.01886792,0,0,0,0,0,0,0,0,1.9064,1.3938,0,0,0,3.0185,0,0,0,0,0
194,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,62,57,2.0208,I,0.0272,5,6.66,0.016931217,0.014631522,293L,21.655,78.345,0,34.63035019,0,0,0,65.36964981,0,0,0,0,0,0,0,0,0,2.4259,0,0,0,2.8434,0,0,0,0,0
195,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,51,47,1.1722,I,0.0073,4,5.05,0.007933058,0.006602152,295L,,,0.571428571,17.14285714,0,0,0,82.28571429,0,0,0,0,0,0,0,0,0.8694,2.0348,0,0,0,3.0118,0,0,0,0,0
196,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,49,45,0.985,I,0.0038,5,8.34,0.005132361,0.004226449,297L,1.051,98.949,71.09375,21.09375,0,0,7.8125,0,0,0,0,0,0,0,0,0,2.9037,2.1431,0,0,1.6719,0,0,0,0,0,0
197,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,53,50,1.1197,I,0.0057,5,5.58,0.006265113,0.005420827,299L,9.603,90.397,8.108108108,75.67567568,0,2.702702703,2.702702703,10.81081081,0,0,0,0,0,0,0,0,1.6874,2.9494,0,1.2822,1.2822,1.8133,0,0,0,0,0
198,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,49,46,0.9363,I,0.0067,4,4.68,0.008728504,0.007563784,301L,1.796,98.204,95.45454545,4.545454545,0,0,0,0,0,0,0,0,0,0,0,0,3.1257,1.4601,0,0,0,0,0,0,0,0,0
199,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,53,49,1.1619,I,0.0165,5,8.28,0.018839918,0.015726268,303L,12.814,87.186,0,33.69863014,0,0,0,66.30136986,0,0,0,0,0,0,0,0,0,2.4094,0,0,0,2.8535,0,0,0,0,0
200,EG South,6/28/2018,June,Summer,Jun-Jul,2018,179,10.8,17,50,47,0.9843,I,0.0033,6,7.46,0.004290172,0.003635963,305L,1.712,98.288,22.91666667,2.083333333,0,0,0,75,0,0,0,0,0,0,0,0,2.188,1.2014,0,0,0,2.9428,0,0,0,0,0
227,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,35,32,0.2645,I,0.0028,4,3.82,NA,0.011128776,342L,1.791,98.209,80,20,0,0,0,0,0,0,0,0,0,0,0,0,2.9907,2.1147,0,0,0,0,0,0,0,0,0
229,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,34,31,0.2601,I,0.0005,3,6.92,NA,0.002069536,344L,0.249,99.751,2.43902439,97.56097561,0,0,0,0,0,0,0,0,0,0,0,0,1.2497,3.1428,0,0,0,0,0,0,0,0,0
230,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,32,29,0.2462,I,0.0008,4,2.68,NA,0.003350084,345L,0.179,99.821,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0,0
231,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,27,24,0.143,I,0,3,2.1,NA,7.14E-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0,0
232,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,28,25,0.1504,I,0,3,2.46,NA,6.82E-05,,,,66.66666667,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,2.8574,0,0,0,0,0,0,0,0,0,0
233,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,23,21,0.1142,I,0,2,1.4,NA,8.88E-05,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0
235,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,33,30,0.3037,I,0.0018,4,2.77,NA,0.006132879,346L,0.652,99.348,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0,0
236,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,28,25,0.2018,I,0,5,2.08,NA,5.06E-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0,0
237,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,34,30,0.3266,I,0.0011,5,3.83,NA,0.003514377,347L,0.56,99.44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0,0
239,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,34,31,0.2835,I,0,5,4.02,NA,3.68E-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0,0
240,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,31,28,0.2348,I,0,5,3.15,NA,4.40E-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0,0
241,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,35,31,0.2936,I,0,3,3.78,NA,3.54E-05,,,,92.30769231,0,0,0,0,7.692307692,0,0,0,0,0,0,0,0,3.0996,0,0,0,0,1.6654,0,0,0,0,0
242,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,29,26,0.168,I,0,4,2.44,NA,6.10E-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0,0
243,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,38,35,0.4358,I,0,4,2.98,NA,2.37E-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0,0
244,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,38,35,0.5144,I,0,2,2.02,NA,1.98E-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0,0
245,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,37,34,0.4275,I,0,3,3.77,NA,2.43E-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0,0
246,EG South,6/6/2020,June,Summer,Jun-Jul,2020,158,8.3,31.9,33,30,0.2585,I,0,4,3.13,NA,3.99E-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0,0
201,EG South,11/13/2020,Nov,Winter,Aug-Dec,2020,318,5.3,31.6,92,85,6.3693,M,0.2773,4,5.42,0.037948872,0.04825546,316L,,,24.62344466,12.18074656,0,0,0,0,0,0,0,0,0,60.44531762,0,2.750491159,2.2276,1.8682,0,0,0,0,0,0,0,0,0
202,EG South,11/13/2020,Nov,Winter,Aug-Dec,2020,318,5.3,31.6,107,99,10.2128,M,0.2166,6,6.43,0.020403357,0.023191571,317L,50.223,49.777,0,1.306413302,6.027315914,0,0,2.315914489,0,0,0,0,0,89.72684086,0,0.623515439,0,1.0691,1.5669,0,0,1.2336,0,0,0,0,0
203,EG West,11/13/2020,Nov,Winter,Aug-Dec,2020,318,5.3,31.6,96,89,6.7532,M,0.2993,4,4.29,0.038555676,0.048552194,318L,73.541,26.459,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0,0
204,EG West,11/13/2020,Nov,Winter,Aug-Dec,2020,318,5.3,31.6,90,83,4.4276,M,0.0518,4,2.9,0.008536445,0.012195409,319L,20.362,79.638,26.41509434,0,0,0,0,0,0,0,0,0,0,73.58490566,0,0,2.2671,0,0,0,0,0,0,0,0,0,0
205,EG West,11/13/2020,Nov,Winter,Aug-Dec,2020,318,5.3,31.6,113,104,10.0547,M,0.0926,3,2.95,0.008531889,0.009580169,320L,7.672,92.328,0.104058273,0,94.27679501,5.619146722,0,0,0,0,0,0,0,0,0,0,0.568,0,3.116,1.5396,0,0,0,0,0,0,0
206,EG West,11/13/2020,Nov,Winter,Aug-Dec,2020,318,5.3,31.6,112,103,10.7928,M,0.1693,2,3.9,0.015055848,0.016593322,321L,41.015,58.985,0,0,46.79487179,53.20512821,0,0,0,0,0,0,0,0,0,0,0,0,2.6155,2.7008,0,0,0,0,0,0,0
136,EG South,10/8/2018,Oct,Winter,Aug-Dec,2018,281,9.3,30,98,93,9.2782,M,0.0469,6,8.82,0.006176254,0.005574573,137L,5.256,94.744,0,96.51435267,0,0,0,3.485647335,0,0,0,0,0,0,0,0,0,3.1344,0,0,0,1.3664,0,0,0,0,0
137,EG South,10/8/2018,Oct,Winter,Aug-Dec,2018,281,9.3,30,79,74,4.3079,M,0.0161,6,7.7,0.004656274,0.004065349,138L,2.511,97.489,0,83.61774744,0,0,0,16.38225256,0,0,0,0,0,0,0,0,0,3.024,0,0,0,2.0118,0,0,0,0,0
138,EG South,10/8/2018,Oct,Winter,Aug-Dec,2018,281,9.3,30,94,87,7.9803,M,0.0696,7,13.92,0.011423694,0.010234993,139L,19.58,80.42,0,99.27332396,0,0,0,0,0.726676043,0,0,0,0,0,0,0,0,3.1565,0,0,0,0,0.9233,0,0,0,0
139,EG South,10/8/2018,Oct,Winter,Aug-Dec,2018,281,9.3,30,87,80,4.6801,M,0.0205,3,2.79,0.005008796,0.004526585,140L,1.419,98.581,0,0,99.36708861,0,0.632911392,0,0,0,0,0,0,0,0,0,0,0,3.1573,0,0.8919,0,0,0,0,0,0
140,EG West,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.2,31,97,91,7.4862,M,0.076,5,6.8,0.011985302,0.011013056,141L,12.398,87.602,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0
141,EG West,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.2,31,103,96,9.2405,F,0.1123,6,6.85,0.014581196,0.013218607,142L,30.442,69.558,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0
142,EG West,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.2,31,109,101,13.2919,M,0.0963,7,10.51,0.009152339,0.008161639,143L,19.819,80.181,0,10.01819422,89.98180578,0,0,0,0,0,0,0,0,0,0,0,0,1.7791,3.0799,0,0,0,0,0,0,0,0
143,EG West,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.2,31,116,108,15.9258,M,0.3312,5,6.2,0.025407736,0.022673129,144L,30.624,69.376,0.111794298,0,99.8882057,0,0,0,0,0,0,0,0,0,0,0,0.5782,0,3.1614,0,0,0,0,0,0,0,0
144,EG West,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.2,31,98,91,7.8496,M,0.1924,5,5.84,0.029250346,0.026726305,145L,68.634,31.366,0,15.59774243,83.06824012,0,0,1.334017445,0,0,0,0,0,0,0,0,0,1.9873,3.019,0,0,1.0747,0,0,0,0,0
145,EG West,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.2,31,93,87,7.4606,M,0.0472,5,6.53,0.007628036,0.006814605,146L,12.197,87.803,0.042881647,0.600343053,99.3567753,0,0,0,0,0,0,0,0,0,0,0,0.4551,0.8802,3.1572,0,0,0,0,0,0,0,0
146,EG West,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.2,31,91,84,6.1377,M,0.0609,4,3.58,0.011685695,0.010398185,147L,16.336,83.664,0,9.651474531,90.34852547,0,0,0,0,0,0,0,0,0,0,0,0,1.7626,3.083,0,0,0,0,0,0,0,0
147,EG West,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.2,31,88,83,6.5617,M,0.0653,6,8.94,0.012400304,0.011049256,148L,22.936,77.064,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0
148,EG West,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.2,31,90,84,6.2681,M,0.0513,6,7.81,0.009839273,0.0089571,149L,16.096,83.904,0,16.06156275,83.93843725,0,0,0,0,0,0,0,0,0,0,0,0,2.0019,3.0268,0,0,0,0,0,0,0,0
149,EG West,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.2,31,94,88,7.7853,M,0.1056,6,6.45,0.016449111,0.014712029,150L,21.145,78.855,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0
150,EG West,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.2,31,87,81,5.7342,M,0.0564,6,5.23,0.011634143,0.01048756,151L,26.889,73.111,0.084602369,0,63.36717428,0,0,0,0,0,0,36.54822335,0,0,0,0,0.5393,0,2.8214,0,0,0,0,0,0,2.4588,0
151,EG West,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.2,31,88,82,5.2782,M,0.0346,6,7.49,0.007998336,0.007136964,152L,9.662,90.338,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0
152,EG West,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.2,31,106,99,9.8655,M,0.0705,4,3.43,0.008106616,0.007454874,153L,4.964,95.036,0,29.49907236,0,0,0,17.81076067,0,0,0,52.69016698,0,0,0,0,0,2.3305,0,0,0,2.0543,0,0,0,2.6942,0
153,EG West,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.2,31,95,87,6.8869,M,0.0602,6,6.72,0.01027865,0.009459608,154L,29.065,70.935,0,12.72624434,84.61538462,0,0,2.658371041,0,0,0,0,0,0,0,0,0,1.8888,3.0329,0,0,1.2769,0,0,0,0,0
154,EG West,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.2,31,100,94,9.2933,M,0.0425,6,7.02,0.005464411,0.004942608,155L,11.133,88.867,0,0,99.03952715,0,0.22164758,0.480236424,0,0,0,0,0,0,0,0.258588844,0,0,3.1547,0,0.6861,0.8325,0,0,0,0,0
155,Lam North,10/8/2018,Oct,Winter,Aug-Dec,2018,281,8.9,31,120,112,15.9885,M,0.1509,6,5.91,0.011141465,0.010132957,156L,17.714,82.286,0,10.91640333,13.44441253,0,0,0,0,0,0,75.63918414,0,0,0,0,0,1.8177,1.9149,0,0,0,0,0,0,2.9491,0
287,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,91,84,6.0688,I,0.0476,2,3.75,NA,0.008215962,389L,4.547,95.453,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0
288,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,76,69,3.3301,I,0.0249,4,4.04,NA,0.007853155,390L,3.847,96.153,0.230414747,0,99.76958525,0,0,0,0,0,0,0,0,0,0,0,0.6928,0,3.1605,0,0,0,0,0,0,0,0
289,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,101,94,8.7967,I,0.0546,4,4.4,NA,0.006535165,391L,5.852,94.148,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0
290,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,90,83,6.0526,I,0.0583,3,4.27,NA,0.010164232,392L,2.848,97.152,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0
291,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,118,110,13.9083,I,0.1185,3,3.7,NA,0.008926352,393L,3.383,96.617,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0
292,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,93,87,7.0469,I,0.0642,4,3.19,NA,0.009499852,394L,9.937,90.063,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0
293,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,79,74,3.7247,I,0.0131,5,6.7,NA,0.00378394,395L,1.197,98.803,0.182481752,99.81751825,0,0,0,0,0,0,0,0,0,0,0,0,0.6536,3.1608,0,0,0,0,0,0,0,0,0
295,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,92,86,6.2127,I,0.0445,4,3.99,NA,0.007516257,397L,2.867,97.133,86.81818182,13.18181818,0,0,0,0,0,0,0,0,0,0,0,0,3.0525,1.9054,0,0,0,0,0,0,0,0,0
296,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,133,124,21.8445,I,0.2401,5,5.26,NA,0.011738248,398L,19.231,80.769,0,19.63302752,80.36697248,0,0,0,0,0,0,0,0,0,0,0,0,2.105,2.9941,0,0,0,0,0,0,0,0
297,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,96,88,8.0252,I,0.0646,5,5.24,NA,0.008567753,399L,6.783,93.217,0,49.8951782,50.1048218,0,0,0,0,0,0,0,0,0,0,0,0,2.6578,2.6605,0,0,0,0,0,0,0,0
298,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,102,94,8.2803,I,0.1046,3,2.87,NA,0.013176625,400L,19.59,80.41,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0
299,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,134,125,20.6578,M,0.3915,2,2.14,NA,0.019747992,401L,40.278,59.722,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0
301,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,105,98,9.6148,I,0.0313,4,4.7,NA,0.003427508,403L,0.824,99.176,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0
302,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,115,107,12.9382,I,0.1284,5,6.98,NA,0.010783392,404L,8.552,91.448,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0
303,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,107,99,11.049,I,0.0812,6,6.55,NA,0.007926823,405L,6.323,93.677,0,88.87455659,0,0,0,0,0,0,0,0,0,0,0,11.12544341,0,3.0704,0,0,0,0,0,0,0,0,0
304,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,125,116,15.5129,M,0.2394,6,4.08,NA,0.016351119,406L,40.453,59.547,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0
305,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,103,96,8.6389,I,0.0471,5,4.03,NA,0.005713315,407L,2.538,97.462,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0
306,EG South,10/16/2020,Oct,Winter,Aug-Dec,2020,290,8.6,31.4,109,101,10.7011,I,0.1593,4,3.51,NA,0.015669263,408L,27.345,71.625,0.116144019,0,99.88385598,0,0,0,0,0,0,0,0,0,0,0,0.5838,0,3.1614,0,0,0,0,0,0,0,0
161,EG South,9/25/2018,Sept,Winter,Aug-Dec,2018,268,10,24,98,91,6.6597,M,0.0105,3,2.66,0.001785411,0.001622373,162L,0.955,99.045,0,5.64516129,66.12903226,0,28.22580645,0,0,0,0,0,0,0,0,0,0,1.5414,2.8517,0,2.305,0,0,0,0,0,0
162,EG South,9/25/2018,Sept,Winter,Aug-Dec,2018,268,10,24,91,85,6.3319,M,0.0241,5,4.91,0.004377679,0.004018877,163L,3.241,96.759,0,63.91382406,0,0,0,32.31597846,0,0,0,0,3.770197487,0,0,0,0,2.8275,0,0,0,2.3843,0,0,0,0,1.3934
163,EG South,9/25/2018,Sept,Winter,Aug-Dec,2018,268,10,24,83,76,4.3754,M,0.0221,6,4.73,0.005786552,0.005329796,164L,2.948,97.052,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0
164,EG South,9/25/2018,Sept,Winter,Aug-Dec,2018,268,10,24,84,77,4.9677,M,0.0091,6,9.82,0.002247413,0.002035339,165L,1.787,98.213,0.048947626,18.9916789,0,0,74.40039158,0,0,0,0,0.587371512,0.048947626,0,0,5.922662751,0.4704,2.0876,0,0,2.9369,0,0,0,0,0.8754,0.4704
165,EG South,9/25/2018,Sept,Winter,Aug-Dec,2018,268,10,24,99,92,7.5864,M,0.0419,5,4.41,0.006226039,0.005811696,166L,3.138,96.862,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0,0,0,0,0,0
166,EG South,9/25/2018,Sept,Winter,Aug-Dec,2018,268,10,24,78,72,3.2672,F,0.0345,5,4.53,0.011959235,0.011184594,167L,20.569,79.431,0.568181818,46.02272727,0,0,0,53.40909091,0,0,0,0,0,0,0,0,0.8682,2.6046,0,0,0,2.7034,0,0,0,0,0
167,EG South,9/25/2018,Sept,Winter,Aug-Dec,2018,268,10,24,86,80,5.3554,M,0.0263,6,10.27,0.005999772,0.005503128,168L,4.421,95.579,0,14.74323578,0,0,0.165654335,12.53451132,0,0,0,72.55659856,0,0,0,0,0,1.9595,0,0,0.638,1.8816,0,0,0,2.9186,0
168,EG South,9/25/2018,Sept,Winter,Aug-Dec,2018,268,10,24,76,70,2.7813,M,0.0204,4,3.82,0.008416883,0.007684774,169L,3.601,96.399,1.769911504,53.98230088,0,0,6.194690265,38.05309735,0,0,0,0,0,0,0,0,1.1534,2.7106,0,0,1.5776,2.4837,0,0,0,0,0
169,EG West,9/25/2018,Sept,Winter,Aug-Dec,2018,268,11,32,120,111,16.7408,F,0.1177,6,9.57,0.008519725,0.007836062,170L,6.646,93.354,0,0,96.60234899,0,0,0,3.397651007,0,0,0,0,0,0,0,0,0,3.1351,0,0,0,1.3577,0,0,0,0
170,EG West,9/25/2018,Sept,Winter,Aug-Dec,2018,268,11,32,84,77,4.3631,M,0.0069,3,3.79,0.001792767,0.001646464,171L,0.555,99.445,12.5,87.5,0,0,0,0,0,0,0,0,0,0,0,0,1.8803,3.0585,0,0,0,0,0,0,0,0,0
171,EG West,9/25/2018,Sept,Winter,Aug-Dec,2018,268,11,32,96,89,7.4213,F,0.0087,7,7.01,0.001398691,0.001262223,172L,0.455,99.545,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1623,0,0,0,0
172,EG West,9/25/2018,Sept,Winter,Aug-Dec,2018,268,11,32,92,85,5.9044,M,0.0107,4,4.83,0.002107212,0.001907716,173L,0.897,99.103,0.16025641,88.94230769,0,0,0,5.128205128,5.769230769,0,0,0,0,0,0,0,0.6327,3.071,0,0,0,1.5048,1.5498,0,0,0,0
173,EG West,9/25/2018,Sept,Winter,Aug-Dec,2018,268,11,32,68,63,2.3472,I,0.0093,6,4.24,0.004833177,0.004154939,174L,3.354,96.646,0,12.5,87.5,0,0,0,0,0,0,0,0,0,0,0,0,1.8803,3.0585,0,0,0,0,0,0,0,0
