Species,Specimen_num,bay,site,date_cap,Month,Year,Jul_date,temp,sal,net,age,TL,SL,body_wwt,sex,liver_wwt,stom_full_code,stomach_per,HSIwet,HSI_wet,lipid_num,per_liver_lipid ,per_mus_lipid
Pacific cod,EFH18/19-247,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,56,52,1.0379,I,0.0045,4,3.18,NA,0.4498201,349L,2.246,97.754
Pacific cod,EFH18/19-248,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,58,54,1.4691,I,0.0046,6,5.96,NA,0.3340595,350L,1.122,98.878
Pacific cod,EFH18/19-249,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,61,57,1.8554,I,0.0082,6,6.69,NA,0.4759141,351L,0.914,99.086
Pacific cod,EFH18/19-250,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,56,52,1.3274,I,0.0066,6,5.74,NA,0.5302909,352L,1.418,98.582
Pacific cod,EFH18/19-251,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,56,51,1.0474,I,0.0026,4,4.31,NA,0.260078,353L,1.73,98.27
Pacific cod,EFH18/19-252,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,65,61,2.0424,I,0.0126,6,5.29,NA,0.6556695,354L,1.891,98.109
Pacific cod,EFH18/19-253,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,50,46,0.9008,I,0.0043,6,7.93,NA,0.521149,355L,0.91,99.09
Pacific cod,EFH18/19-254,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,58,54,1.2545,I,0.0084,5,4.73,NA,0.7078453,356L,2.946,97.054
Pacific cod,EFH18/19-255,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,57,52,1.3571,I,0.0045,5,4.68,NA,0.3490808,357L,1.399,98.601
Pacific cod,EFH18/19-256,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,58,52,1.2481,I,0.0064,6,8.1,NA,0.5611082,358L,2.769,97.231
Pacific cod,EFH18/19-257,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,60,56,1.3162,I,0.0063,6,6.63,NA,0.5152953,359L,1.75,98.25
Pacific cod,EFH18/19-258,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,61,57,1.4418,I,0.0097,5,5.6,NA,0.7177742,360L,1.475,98.525
Pacific cod,EFH18/19-259,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,61,56,1.6715,I,0.0094,6,3.22,NA,0.5844681,361L,10.695,89.305
Pacific cod,EFH18/19-260,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,53,49,1.0231,I,0.0054,5,4.34,NA,0.5548135,362L,3.333,96.667
Pacific cod,EFH18/19-261,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,55,51,1.3008,I,0.009,4,3.98,NA,0.7258065,363L,2.754,97.246
Pacific cod,EFH18/19-262,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,55,51,1.1319,I,0.0055,4,3.1,NA,0.5039861,364L,4.879,95.121
Pacific cod,EFH18/19-263,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,59,54,1.3941,I,0.0055,6,5.78,NA,0.4204893,365L,2.045,97.955
Pacific cod,EFH18/19-264,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,62,58,1.6267,I,0.0088,6,8.16,NA,0.5925128,366L,2.422,97.578
Pacific cod,EFH18/19-265,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,56,53,1.316,I,0.0044,4,2.7,NA,0.3448006,367L,2.273,97.727
Pacific cod,EFH18/19-266,Cook Bay,EG South,7/2/2020,July,2020,184,10.3,32,beach seine,0,59,55,1.3113,I,0.006,4,2.75,NA,0.4727015,368L,4.036,95.964
Pacific cod,EFH18/19-267,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,90,85,5.9001,I,0.0319,4,6.22,NA,0.5798629,369L,5.519,94.481
Pacific cod,EFH18/19-268,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,86,81,5.0101,I,0.0357,4,4.84,NA,0.7544219,370L,2.748,97.252
Pacific cod,EFH18/19-269,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,98,93,8.2014,I,0.0579,6,11.44,NA,0.8035751,371L,10.285,89.715
Pacific cod,EFH18/19-270,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,83,78,4.4455,I,0.0379,4,4.89,NA,0.9044914,372L,2.181,97.819
Pacific cod,EFH18/19-271,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,95,88,7.5158,I,0.0282,3,4.1,NA,0.3927686,373L,0.841,99.159
Pacific cod,EFH18/19-272,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,64,60,2.0039,I,0.0063,3,3.85,NA,0.3280396,374L,1.5,98.5
Pacific cod,EFH18/19-273,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,66,61,2.2426,I,0.0078,5,7.35,NA,0.3768298,375L,1.615,98.385
Pacific cod,EFH18/19-274,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,98,91,7.8667,I,0.0301,4,4.15,NA,0.4007829,376L,0.89,99.11
Pacific cod,EFH18/19-275,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,89,82,5.2554,I,0.0102,3,3.06,NA,0.2006097,377L,1.735,98.265
Pacific cod,EFH18/19-276,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,95,87,6.6907,I,0.0299,5,5.46,NA,0.47495,378L,1.082,98.918
Pacific cod,EFH18/19-277,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,80,74,4.4283,I,0.0297,4,5.13,NA,0.7119912,379L,2.623,97.377
Pacific cod,EFH18/19-278,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,94,87,6.8273,I,0.0429,4,5.7,NA,0.6708051,380L,3.307,96.693
Pacific cod,EFH18/19-279,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,79,74,3.8417,I,0.0207,6,9.19,NA,0.5968686,381L,2.089,97.911
Pacific cod,EFH18/19-280,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,86,80,4.4468,I,0.0189,4,4.18,NA,0.4455446,382L,1.198,98.802
Pacific cod,EFH18/19-281,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,70,65,2.3575,I,0.0137,5,5.81,NA,0.6207803,383L,0.901,99.099
Pacific cod,EFH18/19-282,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,77,72,3.5569,I,0.0144,5,5.9,NA,0.4320951,384L,2.646,97.354
Pacific cod,EFH18/19-283,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,92,86,7.5231,I,0.0223,6,11.57,NA,0.3363195,385L,2.269,97.731
Pacific cod,EFH18/19-284,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,83,76,4.5212,I,0.0209,5,6.89,NA,0.4989258,386L,4.314,95.686
Pacific cod,EFH18/19-285,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,108,101,11.1528,I,0.0794,4,6.3,NA,0.7655816,387L,4.382,95.618
Pacific cod,EFH18/19-286,Cook Bay,EG South,8/21/2020,Aug,2020,234,13.1,31.7,beach seine,0,86,80,4.4906,I,0.0152,5,6.51,NA,0.3633582,388L,1.448,98.552
Pacific cod,EFH18/19-287,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,91,84,6.0688,I,0.0476,2,3.75,NA,0.8215962,389L,4.547,95.453
Pacific cod,EFH18/19-288,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,76,69,3.3301,I,0.0249,4,4.04,NA,0.7853155,390L,3.847,96.153
Pacific cod,EFH18/19-289,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,101,94,8.7967,I,0.0546,4,4.4,NA,0.6535165,391L,5.852,94.148
Pacific cod,EFH18/19-290,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,90,83,6.0526,I,0.0583,3,4.27,NA,1.0164232,392L,2.848,97.152
Pacific cod,EFH18/19-291,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,118,110,13.9083,I,0.1185,3,3.7,NA,0.8926352,393L,3.383,96.617
Pacific cod,EFH18/19-292,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,93,87,7.0469,I,0.0642,4,3.19,NA,0.9499852,394L,9.937,90.063
Pacific cod,EFH18/19-293,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,79,74,3.7247,I,0.0131,5,6.7,NA,0.378394,395L,1.197,98.803
Pacific cod,EFH18/19-294,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,64,59,1.9847,I,0.0096,3,3.22,NA,0.5023022,396L,0.731,99.269
Pacific cod,EFH18/19-295,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,92,86,6.2127,I,0.0445,4,3.99,NA,0.7516257,397L,2.867,97.133
Pacific cod,EFH18/19-296,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,133,124,21.8445,I,0.2401,5,5.26,NA,1.1738248,398L,19.231,80.769
Pacific cod,EFH18/19-297,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,96,88,8.0252,I,0.0646,5,5.24,NA,0.8567753,399L,6.783,93.217
Pacific cod,EFH18/19-298,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,102,94,8.2803,I,0.1046,3,2.87,NA,1.3176625,400L,19.59,80.41
Pacific cod,EFH18/19-299,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,134,125,20.6578,M,0.3915,2,2.14,NA,1.9747992,401L,40.278,59.722
Pacific cod,EFH18/19-300,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,88,82,5.1252,I,0.0356,3,3.01,NA,0.7213194,402L,3.009,96.991
Pacific cod,EFH18/19-301,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,105,98,9.6148,I,0.0313,4,4.7,NA,0.3427508,403L,0.824,99.176
Pacific cod,EFH18/19-302,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,115,107,12.9382,I,0.1284,5,6.98,NA,1.0783392,404L,8.552,91.448
Pacific cod,EFH18/19-303,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,107,99,11.049,I,0.0812,6,6.55,NA,0.7926823,405L,6.323,93.677
Pacific cod,EFH18/19-304,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,125,116,15.5129,M,0.2394,6,4.08,NA,1.6351119,406L,40.453,59.547
Pacific cod,EFH18/19-305,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,103,96,8.6389,I,0.0471,5,4.03,NA,0.5713315,407L,2.538,97.462
Pacific cod,EFH18/19-306,Cook Bay,EG South,10/16/2020,Oct,2020,290,8.6,31.4,beach seine,0,109,101,10.7011,I,0.1593,4,3.51,NA,1.5669263,408L,27.345,71.625
Pacific cod,EFH18/19-96,Cook Bay,EG South,7/16/2018,July,2018,197,10.9,30.9,beach seine,0,60,56,1.774,I,0.0175,3,4.52,0.012671977,1.0439659,97L,2.228,97.772
Pacific cod,EFH18/19-97,Cook Bay,EG South,7/16/2018,July,2018,197,10.9,30.9,beach seine,0,53,49,1.214,I,0.006,4,4.18,0.006338475,0.5184481,98L,1.904,98.096
Pacific cod,EFH18/19-98,Cook Bay,EG South,7/16/2018,July,2018,197,10.9,30.9,beach seine,0,54,49,1.3491,I,0.01,4,4.88,0.009436633,0.7854226,99L,1.486,98.514
Pacific cod,EFH18/19-231,Cook Bay,EG South,6/6/2020,June,2020,158,8.3,31.9,beach seine,0,27,24,0.143,I,0,3,2.1,NA,0.00714,,NA,NA
Pacific cod,EFH18/19-232,Cook Bay,EG South,6/6/2020,June,2020,158,8.3,31.9,beach seine,0,28,25,0.1504,I,0,3,2.46,NA,0.00682,,NA,NA
Pacific cod,EFH18/19-233,Cook Bay,EG South,6/6/2020,June,2020,158,8.3,31.9,beach seine,0,23,21,0.1142,I,0,2,1.4,NA,0.00888,,NA,NA
Pacific cod,EFH18/19-234,Cook Bay,EG South,6/6/2020,June,2020,158,8.3,31.9,beach seine,0,29,26,0.199,I,0,5,3.42,NA,0.0052,,NA,NA
Pacific cod,EFH18/19-236,Cook Bay,EG South,6/6/2020,June,2020,158,8.3,31.9,beach seine,0,28,25,0.2018,I,0,5,2.08,NA,0.00506,,NA,NA
Pacific cod,EFH18/19-239,Cook Bay,EG South,6/6/2020,June,2020,158,8.3,31.9,beach seine,0,34,31,0.2835,I,0,5,4.02,NA,0.00368,,NA,NA
Pacific cod,EFH18/19-240,Cook Bay,EG South,6/6/2020,June,2020,158,8.3,31.9,beach seine,0,31,28,0.2348,I,0,5,3.15,NA,0.0044,,NA,NA
Pacific cod,EFH18/19-241,Cook Bay,EG South,6/6/2020,June,2020,158,8.3,31.9,beach seine,0,35,31,0.2936,I,0,3,3.78,NA,0.00354,,NA,NA
Pacific cod,EFH18/19-242,Cook Bay,EG South,6/6/2020,June,2020,158,8.3,31.9,beach seine,0,29,26,0.168,I,0,4,2.44,NA,0.0061,,NA,NA
Pacific cod,EFH18/19-243,Cook Bay,EG South,6/6/2020,June,2020,158,8.3,31.9,beach seine,0,38,35,0.4358,I,0,4,2.98,NA,0.00237,,NA,NA
Pacific cod,EFH18/19-244,Cook Bay,EG South,6/6/2020,June,2020,158,8.3,31.9,beach seine,0,38,35,0.5144,I,0,2,2.02,NA,0.00198,,NA,NA
Pacific cod,EFH18/19-245,Cook Bay,EG South,6/6/2020,June,2020,158,8.3,31.9,beach seine,0,37,34,0.4275,I,0,3,3.77,NA,0.00243,,NA,NA
Pacific cod,EFH18/19-246,Cook Bay,EG South,6/6/2020,June,2020,158,8.3,31.9,beach seine,0,33,30,0.2585,I,0,4,3.13,NA,0.00399,,NA,NA
